id,millis,sensor
595,4896,840
596,4904,827
597,4912,811
598,4921,801
599,4929,795
600,4937,791
601,4946,788
602,4953,799
603,4962,805
604,4970,802
605,4978,803
606,4986,799
607,4995,791
608,5002,780
609,5011,769
610,5019,757
611,5027,744
612,5036,733
613,5043,732
614,5052,740
615,5060,745
616,5068,755
617,5077,763
618,5085,767
619,5093,760
620,5101,747
621,5110,733
622,5117,718
623,5126,705
624,5134,694
625,5142,701
626,5150,705
627,5158,704
628,5166,698
629,5175,698
630,5183,703
631,5191,713
632,5200,723
633,5207,723
634,5216,709
635,5224,696
636,5232,697
637,5240,696
638,5249,693
639,5256,699
640,5265,708
641,5273,722
642,5281,730
643,5289,736
644,5298,733
645,5306,728
646,5314,717
647,5323,701
648,5330,690
649,5339,689
650,5346,695
651,5355,701
652,5363,700
653,5371,701
654,5380,701
655,5388,699
656,5396,701
657,5404,709
658,5413,712
659,5420,708
660,5429,705
661,5437,710
662,5445,718
663,5453,721
664,5462,716
665,5469,710
666,5478,701
667,5485,693
668,5494,687
669,5503,687
670,5510,687
671,5519,687
672,5527,681
673,5535,680
674,5543,689
675,5552,697
676,5559,706
677,5568,714
678,5576,708
679,5584,689
680,5592,670
681,5601,656
682,5608,647
683,5617,649
684,5626,660
685,5633,671
686,5642,677
687,5650,679
688,5658,684
689,5666,685
690,5675,678
691,5682,668
692,5691,660
693,5699,659
694,5707,663
695,5715,674
696,5724,687
697,5731,701
698,5740,710
699,5749,708
700,5756,696
701,5765,683
702,5773,670
703,5781,656
704,5789,643
705,5797,648
706,5805,656
707,5819,662
708,5826,675
709,5834,684
710,5843,688
711,5850,695
712,5859,695
713,5867,694
714,5875,688
715,5883,693
716,5892,702
717,5900,716
718,5907,728
719,5916,731
720,5925,725
721,5932,712
722,5941,705
723,5949,704
724,5957,702
725,5965,706
726,5974,712
727,5981,724
728,5990,730
729,5998,739
730,6006,744
731,6014,745
732,6022,739
733,6031,731
734,6039,721
735,6048,717
736,6055,722
737,6064,725
738,6071,732
739,6080,746
740,6088,754
741,6097,762
742,6104,763
743,6113,763
744,6120,762
745,6129,755
746,6137,760
747,6145,770
748,6153,779
749,6162,792
750,6170,799
751,6178,807
752,6187,811
753,6194,810
754,6203,810
755,6211,812
756,6219,806
757,6227,800
758,6236,802
759,6243,816
760,6252,828
761,6260,839
762,6268,850
763,6277,860
764,6285,863
765,6293,861
766,6301,856
767,6309,854
768,6317,854
769,6326,852
770,6333,859
771,6342,871
772,6351,887
773,6358,896
774,6367,908
775,6375,910
776,6383,910
777,6391,898
778,6400,889
779,6407,890
780,6416,896
781,6423,909
782,6432,920
783,6441,930
784,6448,939
785,6457,942
786,6465,944
787,6473,947
788,6481,950
789,6490,959
790,6497,962
791,6506,962
792,6515,954
793,6522,952
794,6531,959
795,6538,966
796,6547,972
797,6555,983
798,6563,996
799,6571,1004
800,6580,1000
801,6587,1006
802,6596,1005
803,6604,997
804,6612,989
805,6621,989
806,6629,981
807,6637,973
808,6645,984
809,6654,997
810,6661,1017
811,6670,1023
812,6678,1023
813,6686,1023
814,6694,1023
815,6703,1023
816,6710,1023
817,6719,1023
818,6728,1023
819,6735,1023
820,6744,1023
821,6752,1023
822,6760,1023
823,6768,1023
824,6777,1023
825,6784,1023
826,6793,1023
827,6800,1023
828,6809,1023
829,6817,1023
830,6825,1023
831,6834,1023
832,6842,1023
833,6849,1023
834,6858,1023
835,6867,1023
836,6875,1023
837,6882,1023
838,6891,1023
839,6899,1023
840,6907,1023
841,6915,1023
842,6924,1023
843,6932,1023
844,6940,1023
845,6948,1023
846,6957,1023
847,6964,1023
848,6973,1023
849,6981,1023
850,6990,1023
851,6997,1023
852,7006,1023
853,7014,1023
854,7021,1023
855,7030,1022
856,7038,1023
857,7047,1023
858,7054,1023
859,7063,1023
860,7071,1023
861,7080,1023
862,7088,1023
863,7096,1023
864,7104,1023
865,7112,1023
866,7120,1023
867,7129,1023
868,7136,1023
869,7145,1023
870,7153,1023
871,7161,1023
872,7169,1023
873,7178,1023
874,7185,1023
875,7194,1023
876,7202,1014
877,7210,996
878,7218,991
879,7227,992
880,7235,1006
881,7243,1017
882,7252,1023
883,7259,1023
884,7268,1023
885,7276,1023
886,7284,1013
887,7292,999
888,7301,997
889,7308,992
890,7317,990
891,7325,992
892,7333,991
893,7341,1001
894,7350,1005
895,7358,1007
896,7366,1001
897,7375,983
898,7382,968
899,7391,958
900,7399,953
901,7407,959
902,7415,967
903,7424,987
904,7431,1000
905,7440,1000
906,7447,992
907,7456,973
908,7465,955
909,7472,941
910,7481,931
911,7489,940
912,7497,938
913,7505,941
914,7514,943
915,7521,947
916,7530,955
917,7538,956
918,7546,954
919,7554,960
920,7563,952
921,7571,937
922,7579,913
923,7588,893
924,7595,885
925,7604,884
926,7611,894
927,7620,906
928,7628,917
929,7637,915
930,7644,912
931,7653,894
932,7660,880
933,7669,867
934,7678,857
935,7685,849
936,7694,840
937,7702,838
938,7710,848
939,7718,857
940,7727,863
941,7734,861
942,7743,857
943,7750,849
944,7759,837
945,7768,821
946,7775,807
947,7784,799
948,7792,794
949,7800,791
950,7808,793
951,7817,800
952,7824,804
953,7833,807
954,7841,806
955,7849,801
956,7858,793
957,7866,783
958,7874,768
959,7882,764
960,7890,756
961,7898,755
962,7907,759
963,7914,763
964,7923,768
965,7932,769
966,7939,768
967,7948,758
968,7955,745
969,7964,738
970,7972,734
971,7980,734
972,7988,738
973,7997,740
974,8005,746
975,8013,742
976,8022,740
977,8029,736
978,8038,735
979,8046,733
980,8054,728
981,8062,728
982,8071,731
983,8078,728
984,8087,718
985,8096,709
986,8103,703
987,8112,699
988,8119,694
989,8128,688
990,8136,686
991,8144,684
992,8152,681
993,8161,682
994,8168,688
995,8177,693
996,8186,692
997,8193,690
998,8202,693
999,8210,684
1000,8218,679
1001,8226,684
1002,8235,694
1003,8242,701
1004,8251,708
1005,8259,708
1006,8267,698
1007,8275,679
1008,8284,668
1009,8291,666
1010,8300,661
1011,8309,665
1012,8316,680
1013,8325,688
1014,8332,690
1015,8341,687
1016,8349,687
1017,8357,683
1018,8365,680
1019,8374,677
1020,8381,679
1021,8390,685
1022,8398,693
1023,8406,706
1024,8415,720
1025,8423,725
1026,8431,724
1027,8439,719
1028,8448,703
1029,8455,688
1030,8464,692
1031,8471,703
1032,8480,705
1033,8488,693
1034,8496,679
1035,8504,674
1036,8513,676
1037,8521,681
1038,8529,687
1039,8538,686
1040,8545,678
1041,8554,661
1042,8562,642
1043,8570,637
1044,8578,645
1045,8587,657
1046,8594,668
1047,8603,680
1048,8611,693
1049,8619,708
1050,8628,712
1051,8636,710
1052,8644,708
1053,8652,708
1054,8661,701
1055,8668,690
1056,8677,690
1057,8685,698
1058,8693,710
1059,8701,728
1060,8710,740
1061,8717,745
1062,8726,743
1063,8733,741
1064,8742,738
1065,8751,735
1066,8758,736
1067,8767,734
1068,8775,728
1069,8783,729
1070,8791,735
1071,8800,742
1072,8807,751
1073,8816,750
1074,8824,746
1075,8832,748
1076,8841,753
1077,8849,760
1078,8855,763
1079,8861,773
1080,8869,786
1081,8877,800
1082,8886,804
1083,8893,803
1084,8901,801
1085,8910,798
1086,8918,796
1087,8927,795
1088,8935,799
1089,8943,810
1090,8951,823
1091,8960,828
1092,8967,831
1093,8975,831
1094,8984,830
1095,8992,830
1096,9000,834
1097,9008,837
1098,9017,837
1099,9025,841
1100,9033,848
1101,9041,858
1102,9050,866
1103,9057,870
1104,9066,871
1105,9074,868
1106,9082,868
1107,9090,868
1108,9099,872
1109,9106,874
1110,9115,880
1111,9123,884
1112,9131,894
1113,9140,899
1114,9148,903
1115,9156,901
1116,9164,897
1117,9172,897
1118,9180,898
1119,9189,897
1120,9196,912
1121,9205,929
1122,9213,943
1123,9221,947
1124,9230,950
1125,9238,940
1126,9246,934
1127,9254,931
1128,9263,934
1129,9270,943
1130,9279,951
1131,9286,965
1132,9295,974
1133,9304,983
1134,9311,984
1135,9320,981
1136,9328,977
1137,9336,973
1138,9344,970
1139,9353,969
1140,9360,973
1141,9369,985
1142,9377,994
1143,9385,1005
1144,9394,1008
1145,9401,1010
1146,9410,1016
1147,9418,1016
1148,9426,1019
1149,9434,1012
1150,9443,1008
1151,9450,1008
1152,9459,1007
1153,9467,1008
1154,9475,1020
1155,9484,1023
1156,9492,1023
1157,9500,1023
1158,9508,1023
1159,9517,1023
1160,9524,1023
1161,9533,1016
1162,9541,1008
1163,9549,1007
1164,9557,1012
1165,9566,1023
1166,9573,1023
1167,9582,1023
1168,9590,1023
1169,9598,1023
1170,9607,1023
1171,9615,1023
1172,9623,1023
1173,9631,1004
1174,9640,1003
1175,9647,1018
1176,9656,1023
1177,9663,1023
1178,9672,1023
1179,9680,1023
1180,9688,1023
1181,9696,1023
1182,9705,1023
1183,9713,1014
1184,9721,1013
1185,9730,1019
1186,9737,1023
1187,9746,1023
1188,9754,1023
1189,9762,1023
1190,9770,1023
1191,9779,1023
1192,9786,1023
1193,9795,1016
1194,9802,1010
1195,9811,1016
1196,9820,1023
1197,9827,1023
1198,9836,1023
1199,9844,1023
1200,9852,1023
1201,9860,1023
1202,9869,1023
1203,9876,1023
1204,9885,1023
1205,9893,1023
1206,9901,1023
1207,9910,1023
1208,9918,1023
1209,9926,1023
1210,9934,1023
1211,9942,1023
1212,9950,1023
1213,9959,1023
1214,9966,1023
1215,9975,1023
1216,9984,1023
1217,9991,1023
1218,10000,1023
